Cottonking Pvt. Ltd. -WH,,,,,,,,,,,,,,,,,,,,,,
STOCK REPORT,,,,,,,,,,,,,,,,,,,,,,
From Date : 12-Mar-2012 To : 12-Mar-2012,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , ,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD, ,
ITEM CODE,MRP,Basic Product,Product Specification,Size,Design No.,Production Type,OPENING STOCK,INIT QTY.,CUSTOMER RETURN,STOCK TRN IN,GRN QTY.,QDN/ADJ+,PHYSICAL STOCK (STOCK TAKE) EXCESS,TOTAL RECEIPTS,SOLD QTY.,TR OUT QTY,STOCK DELIVERY,QDN/ADJ-,PHYSICAL STOCK (STOCK TAKE) SHORTAGE,TOTAL OUTWARD,BALANCE STOCK,VALUE
0010070012003,995,Formal Shirt,FS,39,30866,GIZA COTTON,98,0,0,0,0,0,0,0,0,0,0,0,0,0,98,97510
0010070012004,995,Formal Shirt,FS,40,30866,GIZA COTTON,126,0,0,0,0,0,0,0,0,0,0,0,0,0,126,125370
0010070012005,995,Formal Shirt,FS,42,30866,GIZA COTTON,109,0,0,0,0,0,0,0,0,0,0,0,0,0,109,108455
0010070012006,995,Formal Shirt,FS,44,30866,GIZA COTTON,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44775
0010070012007,995,Formal Shirt,HS,39,30866,GIZA COTTON,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34825
0010070012008,995,Formal Shirt,HS,40,30866,GIZA COTTON,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52735
0010070012009,995,Formal Shirt,HS,42,30866,GIZA COTTON,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52735
0010070012010,995,Formal Shirt,HS,44,30866,GIZA COTTON,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25870
0010070012011,995,Formal Shirt,FS,39,30865,GIZA COTTON,101,0,0,0,0,0,0,0,0,0,0,0,0,0,101,100495
0010070012012,995,Formal Shirt,FS,40,30865,GIZA COTTON,128,0,0,0,0,0,0,0,0,0,0,0,0,0,128,127360
0010070012013,995,Formal Shirt,FS,42,30865,GIZA COTTON,111,0,0,0,0,0,0,0,0,0,0,0,0,0,111,110445
0010070012014,995,Formal Shirt,FS,44,30865,GIZA COTTON,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44775
0010070012015,995,Formal Shirt,HS,39,30865,GIZA COTTON,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34825
0010070012016,995,Formal Shirt,HS,40,30865,GIZA COTTON,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52735
0010070012017,995,Formal Shirt,HS,42,30865,GIZA COTTON,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51740
0010070012018,995,Formal Shirt,HS,44,30865,GIZA COTTON,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25870
0010070012019,995,Formal Shirt,FS,39,30864,GIZA COTTON,115,0,0,0,0,0,0,0,0,0,0,0,0,0,115,114425
0010070012020,995,Formal Shirt,FS,40,30864,GIZA COTTON,144,0,0,0,0,0,0,0,0,0,0,0,0,0,144,143280
0010070012021,995,Formal Shirt,FS,42,30864,GIZA COTTON,126,0,0,0,0,0,0,0,0,0,0,0,0,0,126,125370
0010070012022,995,Formal Shirt,FS,44,30864,GIZA COTTON,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40795
0010070012023,995,Formal Shirt,HS,39,30864,GIZA COTTON,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38805
0010070012024,995,Formal Shirt,HS,40,30864,GIZA COTTON,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59,58705
0010070012025,995,Formal Shirt,HS,42,30864,GIZA COTTON,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,59700
0010070012026,995,Formal Shirt,HS,44,30864,GIZA COTTON,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22885
0010070012027,995,Formal Shirt,FS,39,30867,GIZA COTTON,107,0,0,0,0,0,0,0,0,0,0,0,0,0,107,106465
0010070012028,995,Formal Shirt,FS,40,30867,GIZA COTTON,139,0,0,0,0,0,0,0,0,0,0,0,0,0,139,138305
0010070012029,995,Formal Shirt,FS,42,30867,GIZA COTTON,113,0,0,0,0,0,0,0,0,0,0,0,0,0,113,112435
0010070012030,995,Formal Shirt,FS,44,30867,GIZA COTTON,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30845
0010070012031,995,Formal Shirt,HS,39,30867,GIZA COTTON,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35820
0010070012032,995,Formal Shirt,HS,40,30867,GIZA COTTON,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54725
0010070012033,995,Formal Shirt,HS,42,30867,GIZA COTTON,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57710
0010070012034,995,Formal Shirt,HS,44,30867,GIZA COTTON,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22885
0010070012035,795,Formal Shirt,FS,39,9056,SLIM FORMAL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,71,56445
0010070012036,795,Formal Shirt,FS,40,9056,SLIM FORMAL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,55650
0010070012037,795,Formal Shirt,FS,42,9056,SLIM FORMAL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27030
0010070012040,995,Formal Shirt,FS,39,2222,COTTON LINEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010070012042,995,Formal Shirt,FS,42,2222,COTTON LINEN,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18905
0010070012044,995,Formal Shirt,HS,39,2222,COTTON LINEN,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11940
0010070012045,995,Formal Shirt,HS,40,2222,COTTON LINEN,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17910
0010070012046,995,Formal Shirt,HS,42,2222,COTTON LINEN,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30845
0010070012047,995,Formal Shirt,HS,44,2222,COTTON LINEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010070012051,995,Formal Shirt,FS,42,2202,COTTON LINEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010070012054,995,Formal Shirt,HS,40,2202,COTTON LINEN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10945
0010070012055,995,Formal Shirt,HS,42,2202,COTTON LINEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13930
0010070012062,995,Formal Shirt,HS,39,2203,COTTON LINEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,995
0010070012063,995,Formal Shirt,HS,40,2203,COTTON LINEN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5970
0010070012064,995,Formal Shirt,HS,42,2203,COTTON LINEN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9950
0010070012065,995,Formal Shirt,HS,44,2203,COTTON LINEN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3980
0010070012067,995,Formal Shirt,FS,39,2204,COTTON LINEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010070012072,995,Formal Shirt,HS,40,2204,COTTON LINEN,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10945
0010070012073,995,Formal Shirt,HS,42,2204,COTTON LINEN,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19900
0010070012074,995,Formal Shirt,HS,44,2204,COTTON LINEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010070012081,995,Formal Shirt,HS,40,2205,COTTON LINEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6965
0010070012082,995,Formal Shirt,HS,42,2205,COTTON LINEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13930
0010070012083,995,Formal Shirt,HS,44,2205,COTTON LINEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010070012084,995,Formal Shirt,FS,38,2206,COTTON LINEN,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18905
0010070012085,995,Formal Shirt,FS,39,2206,COTTON LINEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010070012087,995,Formal Shirt,FS,42,2206,COTTON LINEN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3980
0010070012089,995,Formal Shirt,HS,39,2206,COTTON LINEN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3980
0010070012090,995,Formal Shirt,HS,40,2206,COTTON LINEN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15920
0010070012091,995,Formal Shirt,HS,42,2206,COTTON LINEN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15920
0010070012092,995,Formal Shirt,HS,44,2206,COTTON LINEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,995
0010070012099,995,Formal Shirt,HS,40,2207,COTTON LINEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6965
0010070012100,995,Formal Shirt,HS,42,2207,COTTON LINEN,12,0,0,0,0,0,0,0,1,0,0,0,0,1,11,10945
0010070012101,995,Formal Shirt,HS,44,2207,COTTON LINEN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7960
0010070012109,995,Formal Shirt,FS,42,2208,COTTON LINEN,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15920
0010070012111,995,Formal Shirt,HS,39,2208,COTTON LINEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,995
0010070012112,995,Formal Shirt,HS,40,2208,COTTON LINEN,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13930
0010070012113,995,Formal Shirt,HS,42,2208,COTTON LINEN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16915
0010070012114,995,Formal Shirt,HS,44,2208,COTTON LINEN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8955
0010070012121,995,Formal Shirt,HS,40,2209,COTTON LINEN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8955
0010070012122,995,Formal Shirt,HS,42,2209,COTTON LINEN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16915
0010070012123,995,Formal Shirt,HS,44,2209,COTTON LINEN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4975
0010070012129,995,Formal Shirt,HS,39,2210,COTTON LINEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1990
0010070012130,995,Formal Shirt,HS,40,2210,COTTON LINEN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4975
0010070012131,995,Formal Shirt,HS,42,2210,COTTON LINEN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16915
0010070012132,995,Formal Shirt,HS,44,2210,COTTON LINEN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010070012133,995,Formal Shirt,FS,39,30868,GIZA COTTON,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,103480
0010070012134,995,Formal Shirt,FS,40,30868,GIZA COTTON,133,0,0,0,0,0,0,0,0,0,0,0,0,0,133,132335
0010070012135,995,Formal Shirt,FS,42,30868,GIZA COTTON,116,0,0,0,0,0,0,0,0,0,0,0,0,0,116,115420
0010070012136,995,Formal Shirt,FS,44,30868,GIZA COTTON,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40795
0010070012137,995,Formal Shirt,HS,39,30868,GIZA COTTON,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36815
0010070012138,995,Formal Shirt,HS,40,30868,GIZA COTTON,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55720
0010070012139,995,Formal Shirt,HS,42,30868,GIZA COTTON,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52735
0010070012140,995,Formal Shirt,HS,44,30868,GIZA COTTON,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23880
0010070012141,995,Formal Shirt,FS,39,30869,GIZA COTTON,109,0,0,0,0,0,0,0,0,0,0,0,0,0,109,108455
0010070012142,995,Formal Shirt,FS,40,30869,GIZA COTTON,134,0,0,0,0,0,0,0,0,0,0,0,0,0,134,133330
0010070012143,995,Formal Shirt,FS,42,30869,GIZA COTTON,119,0,0,0,0,0,0,0,0,0,0,0,0,0,119,118405
0010070012144,995,Formal Shirt,FS,44,30869,GIZA COTTON,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37810
0010070012145,995,Formal Shirt,HS,39,30869,GIZA COTTON,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36815
0010070012146,995,Formal Shirt,HS,40,30869,GIZA COTTON,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57710
0010070012147,995,Formal Shirt,HS,42,30869,GIZA COTTON,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55720
0010070012148,995,Formal Shirt,HS,44,30869,GIZA COTTON,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20895
0010070012157,995,Formal Shirt,FS,39,30871,GIZA COTTON,0,0,0,0,67,0,0,67,0,0,0,0,0,0,67,66665
0010070012158,995,Formal Shirt,FS,40,30871,GIZA COTTON,0,0,0,0,91,0,0,91,0,0,0,0,0,0,91,90545
0010070012159,995,Formal Shirt,FS,42,30871,GIZA COTTON,0,0,0,0,74,0,0,74,0,0,0,0,0,0,74,73630
0010070012160,995,Formal Shirt,FS,44,30871,GIZA COTTON,0,0,0,0,23,0,0,23,0,0,0,0,0,0,23,22885
0010070012161,995,Formal Shirt,HS,39,30871,GIZA COTTON,0,0,0,0,22,0,0,22,0,0,0,0,0,0,22,21890
0010070012162,995,Formal Shirt,HS,40,30871,GIZA COTTON,0,0,0,0,36,0,0,36,0,0,0,0,0,0,36,35820
0010070012163,995,Formal Shirt,HS,42,30871,GIZA COTTON,0,0,0,0,35,0,0,35,0,0,0,0,0,0,35,34825
0010070012164,995,Formal Shirt,HS,44,30871,GIZA COTTON,0,0,0,0,14,0,0,14,0,0,0,0,0,0,14,13930
0010070012165,795,Formal Shirt,FS,38,30872,FORMAL,92,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73140
0010070012166,795,Formal Shirt,FS,39,30872,FORMAL,76,0,0,0,0,0,0,0,1,0,0,0,0,1,75,59625
0010070012167,795,Formal Shirt,FS,40,30872,FORMAL,69,0,0,0,0,0,0,0,1,0,0,0,0,1,68,54060
0010070012168,795,Formal Shirt,FS,42,30872,FORMAL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16695
0010070012170,795,Formal Shirt,HS,39,30872,FORMAL,27,0,0,0,0,0,0,0,1,0,0,0,0,1,26,20670
0010070012171,795,Formal Shirt,HS,40,30872,FORMAL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20670
0010070012172,795,Formal Shirt,HS,42,30872,FORMAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10335
0010070012174,795,Formal Shirt,HS,38,30872,FORMAL,19,0,0,0,0,0,0,0,1,0,0,0,0,1,18,14310
0010070012223,895,Formal Shirt,FS,39,30876,PEACH FINISH,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36695
0010070012224,895,Formal Shirt,FS,40,30876,PEACH FINISH,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32220
0010070012225,895,Formal Shirt,FS,42,30876,PEACH FINISH,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18795
0010070012227,895,Formal Shirt,FS,39,30875,PEACH FINISH,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52805
0010070012228,895,Formal Shirt,FS,40,30875,PEACH FINISH,59,0,0,0,0,0,0,0,0,0,0,0,0,0,59,52805
0010070012229,895,Formal Shirt,FS,42,30875,PEACH FINISH,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27745
0010070012231,795,Formal Shirt,FS,39,30877,SLIM FORMAL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,69,54855
0010070012232,795,Formal Shirt,FS,40,30877,SLIM FORMAL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,69,54855
0010070012233,795,Formal Shirt,FS,42,30877,SLIM FORMAL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30210
0010070012235,795,Formal Shirt,FS,39,9109,SLIM FORMAL,18,0,0,0,0,0,0,0,1,0,0,0,0,1,17,13515
0010070012236,795,Formal Shirt,FS,40,9109,SLIM FORMAL,25,0,0,0,0,0,0,0,2,0,0,0,0,2,23,18285
0010070012237,795,Formal Shirt,FS,42,9109,SLIM FORMAL,17,0,0,0,0,0,0,0,2,0,0,0,0,2,15,11925
0010070012238,795,Formal Shirt,FS,44,9109,SLIM FORMAL,7,0,0,0,0,0,0,0,1,0,0,0,0,1,6,4770
0010070012239,995,Formal Shirt,FS,39,30874,GIZA COTTON,104,0,0,0,0,0,0,0,0,0,0,0,0,0,104,103480
0010070012240,995,Formal Shirt,FS,40,30874,GIZA COTTON,144,0,0,0,0,0,0,0,0,0,0,0,0,0,144,143280
0010070012241,995,Formal Shirt,FS,42,30874,GIZA COTTON,115,0,0,0,0,0,0,0,0,0,0,0,0,0,115,114425
0010070012242,995,Formal Shirt,FS,44,30874,GIZA COTTON,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34825
0010070012243,995,Formal Shirt,HS,39,30874,GIZA COTTON,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37810
0010070012244,995,Formal Shirt,HS,40,30874,GIZA COTTON,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55720
0010070012245,995,Formal Shirt,HS,42,30874,GIZA COTTON,56,0,0,0,0,0,0,0,0,0,0,0,0,0,56,55720
0010070012246,995,Formal Shirt,HS,44,30874,GIZA COTTON,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20895
0010070012255,995,Formal Shirt,FS,39,30879,GIZA COTTON,112,0,0,0,0,0,0,0,0,0,0,0,0,0,112,111440
0010070012256,995,Formal Shirt,FS,40,30879,GIZA COTTON,147,0,0,0,0,0,0,0,0,0,0,0,0,0,147,146265
0010070012257,995,Formal Shirt,FS,42,30879,GIZA COTTON,110,0,0,0,0,0,0,0,0,0,0,0,0,0,110,109450
0010070012258,995,Formal Shirt,FS,44,30879,GIZA COTTON,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33830
0010070012259,995,Formal Shirt,HS,39,30879,GIZA COTTON,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32835
0010070012260,995,Formal Shirt,HS,40,30879,GIZA COTTON,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52735
0010070012261,995,Formal Shirt,HS,42,30879,GIZA COTTON,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52735
0010070012262,995,Formal Shirt,HS,44,30879,GIZA COTTON,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20895
0010070012283,795,Formal Shirt,FS,39,8797,FIL-A-FIL,0,0,0,0,180,0,0,180,0,0,0,0,0,0,180,143100
0010070012284,795,Formal Shirt,FS,40,8797,FIL-A-FIL,0,0,0,0,222,0,0,222,0,0,0,0,0,0,222,176490
0010070012285,795,Formal Shirt,FS,42,8797,FIL-A-FIL,0,0,0,0,197,0,0,197,0,0,0,0,0,0,197,156615
0010070012286,795,Formal Shirt,FS,44,8797,FIL-A-FIL,0,0,0,0,72,0,0,72,0,0,0,0,0,0,72,57240
0010070012287,795,Formal Shirt,HS,39,8797,FIL-A-FIL,0,0,0,0,60,0,0,60,0,0,0,0,0,0,60,47700
0010070012288,795,Formal Shirt,HS,40,8797,FIL-A-FIL,0,0,0,0,98,0,0,98,0,0,0,0,0,0,98,77910
0010070012289,795,Formal Shirt,HS,42,8797,FIL-A-FIL,0,0,0,0,98,0,0,98,0,0,0,0,0,0,98,77910
0010070012290,795,Formal Shirt,HS,44,8797,FIL-A-FIL,0,0,0,0,38,0,0,38,0,0,0,0,0,0,38,30210
0010080000001,645,Casual Shirt,FS,XL,6373,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000002,645,Casual Shirt,FS,M,6373,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000003,645,Casual Shirt,FS,L,6373,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000004,550,Casual Shirt,HS,M,6375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000005,550,Casual Shirt,HS,L,6375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000010,550,Casual Shirt,HS,M,6378,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000014,645,Casual Shirt,FS,M,6379,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000016,595,Casual Shirt,FS,XL,6380,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000017,595,Casual Shirt,FS,L,6380,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000018,595,Casual Shirt,FS,M,6380,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000020,595,Casual Shirt,FS,M,6383,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000021,595,Casual Shirt,FS,XL,6383,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000043,645,Casual Shirt,HS,M,6217,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000045,645,Casual Shirt,HS,XL,6217,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000046,645,Casual Shirt,HS,L,6217,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000047,645,Casual Shirt,FS,L,6217,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000048,645,Casual Shirt,FS,M,6217,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000071,645,Casual Shirt,FS,M,6220,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000093,595,Casual Shirt,FS,M,6233,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000103,595,Casual Shirt,FS,L,6235,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000112,595,Casual Shirt,FS,M,6237,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000113,595,Casual Shirt,HS,XL,6241,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000114,595,Casual Shirt,HS,L,6241,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000115,595,Casual Shirt,HS,M,6241,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000123,550,Casual Shirt,HS,M,6246,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000124,550,Casual Shirt,HS,L,6246,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000125,550,Casual Shirt,HS,XL,6246,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000126,595,Casual Shirt,FS,L,6249,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000127,595,Casual Shirt,FS,XL,6249,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000128,595,Casual Shirt,FS,M,6249,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000142,645,Casual Shirt,FS,L,6152,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000146,645,Casual Shirt,FS,L,6153,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000152,645,Casual Shirt,HS,L,6155,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000156,550,Casual Shirt,HS,M,6616,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000157,550,Casual Shirt,HS,XXL,6616,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000158,550,Casual Shirt,HS,XL,6616,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000164,645,Casual Shirt,HS,XL,6473,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000165,645,Casual Shirt,FS,XL,6473,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000171,645,Casual Shirt,HS,XL,6474,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000177,645,Casual Shirt,FS,M,6475,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000180,645,Casual Shirt,FS,L,6475,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000187,645,Casual Shirt,FS,XL,6476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000190,645,Casual Shirt,HS,M,6476,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000196,595,Casual Shirt,HS,XL,6477,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000197,595,Casual Shirt,HS,L,6477,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000198,595,Casual Shirt,HS,M,6478,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000202,595,Casual Shirt,FS,M,6478,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000203,595,Casual Shirt,HS,XL,6478,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000218,595,Casual Shirt,FS,XL,6480,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000231,645,Casual Shirt,FS,L,6481,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000249,595,Casual Shirt,FS,M,6483,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000250,595,Casual Shirt,FS,L,6483,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000295,645,Casual Shirt,FS,L,6627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000297,645,Casual Shirt,FS,L,6513,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000308,695,Casual Shirt,FS,L,6518,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000311,695,Casual Shirt,FS,XL,6519,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000312,695,Casual Shirt,FS,L,6519,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000315,695,Casual Shirt,FS,M,6520,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000316,695,Casual Shirt,FS,L,6521,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000319,645,Casual Shirt,FS,XL,6559,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000320,645,SHIRT,FS,L,6559,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000321,645,Casual Shirt,FS,M,6559,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000322,645,Casual Shirt,FS,M,6560,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000323,645,Casual Shirt,FS,L,6560,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010080000325,645,Casual Shirt,FS,XL,6560,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
